Feel free to place comments here.


!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
!!! Warning:  This is a KLT data file.  Do not modify below this line !!!

------------------------------
KLT Feature Table
------------------------------

nFrames = 2, nFeatures = 7000

feature |          frame
        |                   0                   1
--------+-----------------------------------------
   3145 | (573.0,701.0)=  295 (630.4,745.0)=    0 
   3146 | (329.0,538.0)=  295 (356.5,524.9)=    0 
   3147 | (162.0, 98.0)=  295 ( -1.0, -1.0)=   -5 
   3148 | (250.0,307.0)=  295 ( -1.0, -1.0)=   -5 
   3149 | (682.0,189.0)=  295 ( -1.0, -1.0)=   -5 
   3150 | (720.0,245.0)=  295 (708.4,255.7)=    0 
   3151 | (230.0,535.0)=  294 ( -1.0, -1.0)=   -5 
   3152 | (971.0, 49.0)=  294 ( -1.0, -1.0)=   -4 
   3153 | (933.0,730.0)=  294 ( -1.0, -1.0)=   -5 
   3154 | (201.0,501.0)=  294 ( -1.0, -1.0)=   -3 
   3155 | (635.0, 82.0)=  294 ( -1.0, -1.0)=   -5 
   3156 | (704.0,432.0)=  294 ( -1.0, -1.0)=   -5 
   3157 | (219.0,240.0)=  294 (196.3,253.7)=    0 
   3158 | (129.0,645.0)=  294 ( -1.0, -1.0)=   -5 
   3159 | (373.0,759.0)=  294 (378.6,724.6)=    0 
   3160 | ( 45.0,418.0)=  294 ( 47.3,424.9)=    0 
   3161 | (465.0,128.0)=  294 ( -1.0, -1.0)=   -3 
   3162 | ( 16.0, 74.0)=  294 ( 17.0, 66.7)=    0 
   3163 | (171.0,594.0)=  294 ( -1.0, -1.0)=   -5 
   3164 | ( 85.0,790.0)=  294 ( 76.1,776.5)=    0 
   3165 | (263.0,127.0)=  293 (246.1,121.0)=    0 
   3166 | (159.0,788.0)=  293 ( -1.0, -1.0)=   -5 
   3167 | (878.0,741.0)=  293 (878.1,742.8)=    0 
   3168 | (313.0,454.0)=  293 ( -1.0, -1.0)=   -5 
   3169 | (251.0,237.0)=  293 ( -1.0, -1.0)=   -5 
   3170 | (750.0,980.0)=  293 ( -1.0, -1.0)=   -5 
   3171 | (138.0,111.0)=  293 ( -1.0, -1.0)=   -5 
   3172 | (320.0,179.0)=  293 (291.7,189.2)=    0 
   3173 | (865.0,970.0)=  293 ( -1.0, -1.0)=   -5 
   3174 | (912.0,992.0)=  293 ( -1.0, -1.0)=   -5 
   3175 | (213.0,936.0)=  293 ( -1.0, -1.0)=   -3 
   3176 | (363.0,605.0)=  293 (332.0,591.9)=    0 
   3177 | (750.0,278.0)=  292 ( -1.0, -1.0)=   -5 
   3178 | (193.0,894.0)=  292 ( -1.0, -1.0)=   -5 
   3179 | (349.0,185.0)=  292 ( -1.0, -1.0)=   -5 
   3180 | (799.0,651.0)=  292 (793.8,650.0)=    0 
   3181 | ( 26.0, 61.0)=  292 ( -1.0, -1.0)=   -4 
   3182 | (428.0,490.0)=  292 (426.1,500.4)=    0 
   3183 | (725.0,807.0)=  292 ( -1.0, -1.0)=   -5 
   3184 | (983.0,599.0)=  292 ( -1.0, -1.0)=   -5 
   3185 | (288.0,236.0)=  292 (290.1,247.8)=    0 
   3186 | (761.0,519.0)=  292 (758.9,522.3)=    0 
   3187 | (757.0,743.0)=  292 (771.1,751.9)=    0 
   3188 | (166.0,763.0)=  292 ( -1.0, -1.0)=   -3 
   3189 | (214.0,686.0)=  292 ( -1.0, -1.0)=   -3 
   3190 | (325.0,249.0)=  292 (329.6,238.8)=    0 
   3191 | (974.0,708.0)=  292 ( -1.0, -1.0)=   -3 
   3192 | (949.0,543.0)=  291 ( -1.0, -1.0)=   -5 
   3193 | (634.0,431.0)=  291 ( -1.0, -1.0)=   -5 
   3194 | (982.0, 86.0)=  291 ( -1.0, -1.0)=   -3 
   3195 | (109.0,505.0)=  291 (126.2,486.7)=    0 
   3196 | (728.0,645.0)=  291 ( -1.0, -1.0)=   -3 
   3197 | (988.0,668.0)=  291 ( -1.0, -1.0)=   -5 
   3198 | (960.0,379.0)=  291 ( -1.0, -1.0)=   -5 
   3199 | (368.0,464.0)=  291 ( -1.0, -1.0)=   -5 
   3200 | (249.0,351.0)=  291 (237.7,348.2)=    0 
   3201 | (591.0,945.0)=  291 ( -1.0, -1.0)=   -5 
   3202 | (644.0,166.0)=  291 (645.6,174.1)=    0 
   3203 | (421.0,669.0)=  291 (444.1,693.8)=    0 
   3204 | (1002.0,936.0)=  291 ( -1.0, -1.0)=   -4 
   3205 | (846.0,836.0)=  291 (802.9,868.7)=    0 
   3206 | (258.0,242.0)=  291 (296.1,238.5)=    0 
   3207 | (580.0,114.0)=  291 ( -1.0, -1.0)=   -5 
   3208 | (634.0, 88.0)=  291 ( -1.0, -1.0)=   -5 
   3209 | (721.0,536.0)=  291 ( -1.0, -1.0)=   -3 
   3210 | (337.0,702.0)=  290 ( -1.0, -1.0)=   -5 
   3211 | (559.0, 27.0)=  290 ( -1.0, -1.0)=   -5 
   3212 | (914.0, 25.0)=  290 ( -1.0, -1.0)=   -5 
   3213 | (278.0,606.0)=  290 ( -1.0, -1.0)=   -5 
   3214 | ( 98.0,567.0)=  290 ( 92.7,572.7)=    0 
   3215 | (641.0,335.0)=  290 ( -1.0, -1.0)=   -5 
   3216 | (651.0,826.0)=  290 ( -1.0, -1.0)=   -3 
   3217 | (360.0,216.0)=  290 ( -1.0, -1.0)=   -5 
   3218 | (330.0,608.0)=  290 (334.3,599.7)=    0 
   3219 | (828.0,776.0)=  290 ( -1.0, -1.0)=   -5 
   3220 | (184.0,829.0)=  290 ( -1.0, -1.0)=   -5 
   3221 | (678.0,850.0)=  290 (632.5,874.7)=    0 
   3222 | (773.0,887.0)=  290 ( -1.0, -1.0)=   -5 
   3223 | (566.0,768.0)=  290 (569.7,767.6)=    0 
   3224 | (722.0,926.0)=  289 ( -1.0, -1.0)=   -3 
   3225 | (141.0,545.0)=  289 ( -1.0, -1.0)=   -5 
   3226 | (213.0, 67.0)=  289 ( -1.0, -1.0)=   -5 
   3227 | (550.0,628.0)=  289 (551.0,632.2)=    0 
   3228 | (894.0,599.0)=  289 (914.8,606.1)=    0 
   3229 | (436.0,216.0)=  289 (433.8,219.9)=    0 
   3230 | (633.0,654.0)=  289 ( -1.0, -1.0)=   -5 
   3231 | (213.0,836.0)=  289 (231.6,846.0)=    0 
   3232 | (483.0,813.0)=  289 ( -1.0, -1.0)=   -3 
   3233 | (356.0,560.0)=  289 ( -1.0, -1.0)=   -5 
   3234 | (175.0,452.0)=  289 ( -1.0, -1.0)=   -5 
   3235 | (375.0,598.0)=  289 ( -1.0, -1.0)=   -5 
   3236 | (145.0,608.0)=  289 ( -1.0, -1.0)=   -3 
   3237 | (293.0,401.0)=  288 ( -1.0, -1.0)=   -5 
   3238 | (177.0,192.0)=  288 ( -1.0, -1.0)=   -5 
   3239 | (767.0,460.0)=  288 ( -1.0, -1.0)=   -5 
   3240 | (474.0,243.0)=  288 (459.2,224.6)=    0 
   3241 | (440.0,537.0)=  288 (454.9,557.7)=    0 
   3242 | (803.0,996.0)=  288 ( -1.0, -1.0)=   -5 
   3243 | (420.0,713.0)=  288 ( -1.0, -1.0)=   -3 
   3244 | (712.0, 69.0)=  288 (714.3, 74.7)=    0 
   3245 | (918.0,987.0)=  288 (897.8,992.7)=    0 
   3246 | (914.0,336.0)=  288 (919.4,335.0)=    0 
   3247 | (855.0,377.0)=  288 ( -1.0, -1.0)=   -3 
   3248 | (963.0,868.0)=  288 ( -1.0, -1.0)=   -3 
   3249 | (472.0,807.0)=  288 ( -1.0, -1.0)=   -5 
   3250 | (174.0,837.0)=  288 ( -1.0, -1.0)=   -5 
   3251 | (268.0,221.0)=  288 ( -1.0, -1.0)=   -5 
   3252 | (390.0,595.0)=  288 ( -1.0, -1.0)=   -5 
   3253 | (649.0, 25.0)=  288 (648.3, 36.4)=    0 
   3254 | (371.0,719.0)=  288 ( -1.0, -1.0)=   -5 
   3255 | (798.0,231.0)=  287 ( -1.0, -1.0)=   -5 
   3256 | (817.0,102.0)=  287 ( -1.0, -1.0)=   -5 
   3257 | (273.0,297.0)=  287 ( -1.0, -1.0)=   -5 
   3258 | (594.0,555.0)=  287 (611.9,561.7)=    0 
   3259 | (715.0,461.0)=  287 (720.5,467.5)=    0 
   3260 | (699.0,653.0)=  287 (689.2,651.5)=    0 
   3261 | (1004.0,331.0)=  287 (998.9,332.4)=    0 
   3262 | (111.0,435.0)=  287 ( -1.0, -1.0)=   -3 
   3263 | (1007.0,896.0)=  287 ( -1.0, -1.0)=   -5 
   3264 | ( 20.0,837.0)=  287 ( -1.0, -1.0)=   -5 
   3265 | (733.0,943.0)=  287 ( -1.0, -1.0)=   -5 
   3266 | (753.0,669.0)=  287 (787.3,667.0)=    0 
   3267 | ( 39.0,456.0)=  287 ( -1.0, -1.0)=   -5 
   3268 | (776.0,602.0)=  287 ( -1.0, -1.0)=   -3 
   3269 | (575.0,110.0)=  287 ( -1.0, -1.0)=   -5 
   3270 | (283.0,365.0)=  287 (287.5,370.8)=    0 
   3271 | (209.0,549.0)=  286 ( -1.0, -1.0)=   -5 
   3272 | (435.0, 38.0)=  286 ( -1.0, -1.0)=   -5 
   3273 | (967.0,828.0)=  286 (983.6,842.8)=    0 
   3274 | (780.0,438.0)=  286 (750.7,454.5)=    0 
   3275 | (108.0,201.0)=  286 (113.0,222.7)=    0 
   3276 | (565.0,375.0)=  286 ( -1.0, -1.0)=   -5 
   3277 | (784.0,952.0)=  286 ( -1.0, -1.0)=   -5 
   3278 | (368.0,442.0)=  286 (370.3,437.1)=    0 
   3279 | (686.0,830.0)=  286 ( -1.0, -1.0)=   -5 
   3280 | ( 58.0,658.0)=  286 ( 62.3,660.6)=    0 
   3281 | (462.0,121.0)=  286 ( -1.0, -1.0)=   -3 
   3282 | (456.0,343.0)=  286 (450.1,349.3)=    0 
   3283 | (764.0,499.0)=  286 (766.0,496.4)=    0 
   3284 | (104.0,583.0)=  286 ( -1.0, -1.0)=   -5 
   3285 | (198.0,416.0)=  286 ( -1.0, -1.0)=   -5 
   3286 | (804.0,246.0)=  285 ( -1.0, -1.0)=   -5 
   3287 | (606.0,284.0)=  285 ( -1.0, -1.0)=   -5 
   3288 | (609.0,241.0)=  285 ( -1.0, -1.0)=   -3 
   3289 | (293.0,383.0)=  285 (294.3,381.7)=    0 
   3290 | (428.0,419.0)=  285 ( -1.0, -1.0)=   -3 
   3291 | (272.0, 46.0)=  285 ( -1.0, -1.0)=   -5 
   3292 | (886.0,452.0)=  285 ( -1.0, -1.0)=   -3 
   3293 | (872.0,442.0)=  285 ( -1.0, -1.0)=   -3 
   3294 | (455.0,534.0)=  285 (443.8,549.5)=    0 
   3295 | (181.0, 90.0)=  285 ( -1.0, -1.0)=   -5 
   3296 | (433.0,591.0)=  285 ( -1.0, -1.0)=   -5 
   3297 | (477.0,566.0)=  285 (470.1,566.7)=    0 
   3298 | (942.0,207.0)=  285 ( -1.0, -1.0)=   -3 
   3299 | (624.0,215.0)=  284 ( -1.0, -1.0)=   -3 
   3300 | (230.0,889.0)=  284 ( -1.0, -1.0)=   -5 
   3301 | (191.0,593.0)=  284 ( -1.0, -1.0)=   -5 
   3302 | ( 98.0,871.0)=  284 ( -1.0, -1.0)=   -5 
   3303 | (541.0,381.0)=  284 ( -1.0, -1.0)=   -5 
   3304 | (296.0,528.0)=  284 ( -1.0, -1.0)=   -3 
   3305 | (264.0, 54.0)=  284 (260.4, 49.7)=    0 
   3306 | (107.0,487.0)=  284 (146.1,483.3)=    0 
   3307 | (154.0,248.0)=  284 ( -1.0, -1.0)=   -5 
   3308 | (791.0,817.0)=  284 ( -1.0, -1.0)=   -5 
   3309 | (918.0,228.0)=  284 ( -1.0, -1.0)=   -3 
   3310 | (220.0,848.0)=  283 ( -1.0, -1.0)=   -5 
   3311 | (184.0,781.0)=  283 ( -1.0, -1.0)=   -5 
   3312 | (105.0,624.0)=  283 (100.1,624.8)=    0 
   3313 | (747.0,582.0)=  283 (742.8,581.6)=    0 
   3314 | (667.0,492.0)=  283 ( -1.0, -1.0)=   -5 
   3315 | (138.0,509.0)=  283 ( -1.0, -1.0)=   -3 
   3316 | (200.0,605.0)=  283 ( -1.0, -1.0)=   -5 
   3317 | (945.0,925.0)=  283 ( -1.0, -1.0)=   -3 
   3318 | (744.0,325.0)=  283 ( -1.0, -1.0)=   -5 
   3319 | (834.0,981.0)=  283 (851.4,985.5)=    0 
   3320 | (348.0,592.0)=  283 (335.9,588.7)=    0 
   3321 | (233.0,846.0)=  283 ( -1.0, -1.0)=   -5 
   3322 | (601.0,601.0)=  283 ( -1.0, -1.0)=   -5 
   3323 | (951.0,359.0)=  283 ( -1.0, -1.0)=   -3 
   3324 | (471.0,348.0)=  283 ( -1.0, -1.0)=   -3 
   3325 | (941.0, 80.0)=  283 ( -1.0, -1.0)=   -5 
   3326 | (733.0,973.0)=  283 ( -1.0, -1.0)=   -5 
   3327 | ( 16.0,723.0)=  283 ( -1.0, -1.0)=   -5 
   3328 | (646.0,240.0)=  283 (693.4,230.0)=    0 
   3329 | (886.0,541.0)=  282 (882.1,548.3)=    0 
   3330 | (787.0,422.0)=  282 ( -1.0, -1.0)=   -5 
   3331 | (437.0,543.0)=  282 ( -1.0, -1.0)=   -5 
   3332 | (947.0,963.0)=  282 ( -1.0, -1.0)=   -4 
   3333 | (123.0, 92.0)=  282 ( -1.0, -1.0)=   -5 
   3334 | ( 59.0,554.0)=  282 ( -1.0, -1.0)=   -3 
   3335 | (602.0,174.0)=  282 ( -1.0, -1.0)=   -5 
   3336 | (726.0,690.0)=  282 ( -1.0, -1.0)=   -3 
   3337 | (579.0,469.0)=  282 ( -1.0, -1.0)=   -5 
   3338 | (261.0,262.0)=  282 (241.2,240.7)=    0 
   3339 | (554.0,395.0)=  282 (528.4,414.4)=    0 
   3340 | (314.0,589.0)=  282 ( -1.0, -1.0)=   -3 
   3341 | (283.0,358.0)=  282 (290.0,363.3)=    0 
   3342 | (397.0,538.0)=  281 ( -1.0, -1.0)=   -5 
   3343 | (904.0,940.0)=  281 (912.7,933.5)=    0 
   3344 | (382.0,235.0)=  281 ( -1.0, -1.0)=   -5 
   3345 | ( 19.0,186.0)=  281 ( -1.0, -1.0)=   -4 
   3346 | (815.0,845.0)=  281 ( -1.0, -1.0)=   -5 
   3347 | ( 58.0,825.0)=  281 ( -1.0, -1.0)=   -3 
   3348 | (531.0,772.0)=  281 ( -1.0, -1.0)=   -3 
   3349 | ( 45.0,430.0)=  281 ( -1.0, -1.0)=   -5 
   3350 | (942.0,399.0)=  281 ( -1.0, -1.0)=   -3 
   3351 | (452.0,500.0)=  281 (434.1,504.8)=    0 
   3352 | ( 50.0,835.0)=  281 ( -1.0, -1.0)=   -5 
   3353 | (927.0,187.0)=  281 (875.2,176.8)=    0 
   3354 | (100.0,146.0)=  281 (130.3,117.0)=    0 
   3355 | (289.0,132.0)=  281 (359.4,170.5)=    0 
   3356 | (934.0,346.0)=  281 (931.6,345.8)=    0 
   3357 | (731.0, 37.0)=  281 (719.9, 18.2)=    0 
   3358 | ( 44.0,575.0)=  281 ( 40.9,573.8)=    0 
   3359 | (767.0,854.0)=  281 ( -1.0, -1.0)=   -3 
   3360 | ( 31.0,193.0)=  281 ( 40.2,157.0)=    0 
   3361 | (367.0,401.0)=  280 ( -1.0, -1.0)=   -5 
   3362 | (690.0,694.0)=  280 ( -1.0, -1.0)=   -5 
   3363 | (180.0,257.0)=  280 ( -1.0, -1.0)=   -5 
   3364 | (567.0,778.0)=  280 ( -1.0, -1.0)=   -3 
   3365 | (203.0,724.0)=  280 (198.5,732.0)=    0 
   3366 | (835.0,258.0)=  280 ( -1.0, -1.0)=   -3 
   3367 | (102.0,794.0)=  280 ( -1.0, -1.0)=   -5 
   3368 | (484.0,587.0)=  280 (484.5,585.8)=    0 
   3369 | (888.0,100.0)=  280 ( -1.0, -1.0)=   -3 
   3370 | (872.0,950.0)=  280 ( -1.0, -1.0)=   -3 
   3371 | (339.0,266.0)=  280 ( -1.0, -1.0)=   -5 
   3372 | (399.0,212.0)=  280 ( -1.0, -1.0)=   -5 
   3373 | (508.0,856.0)=  279 ( -1.0, -1.0)=   -3 
   3374 | (668.0, 86.0)=  279 (666.4, 84.7)=    0 
   3375 | (465.0,796.0)=  279 ( -1.0, -1.0)=   -5 
   3376 | (344.0,243.0)=  279 ( -1.0, -1.0)=   -5 
   3377 | ( 88.0,437.0)=  279 ( -1.0, -1.0)=   -5 
   3378 | (503.0,456.0)=  279 (497.7,463.6)=    0 
   3379 | (442.0,329.0)=  279 (445.6,340.6)=    0 
   3380 | (565.0, 29.0)=  279 ( -1.0, -1.0)=   -5 
   3381 | (724.0,608.0)=  279 (720.4,614.3)=    0 
   3382 | (344.0,263.0)=  278 (349.1,267.3)=    0 
   3383 | (354.0,669.0)=  278 ( -1.0, -1.0)=   -5 
   3384 | (876.0,286.0)=  278 ( -1.0, -1.0)=   -5 
   3385 | (645.0,630.0)=  278 ( -1.0, -1.0)=   -5 
   3386 | (847.0,243.0)=  278 ( -1.0, -1.0)=   -3 
   3387 | (228.0,879.0)=  278 (246.8,872.5)=    0 
   3388 | (648.0,351.0)=  278 ( -1.0, -1.0)=   -5 
   3389 | (181.0,868.0)=  278 ( -1.0, -1.0)=   -5 
   3390 | (480.0,353.0)=  278 ( -1.0, -1.0)=   -5 
   3391 | (929.0,407.0)=  278 (936.7,411.9)=    0 
   3392 | (249.0,601.0)=  278 ( -1.0, -1.0)=   -3 
   3393 | (783.0,433.0)=  278 ( -1.0, -1.0)=   -5 
   3394 | (716.0,929.0)=  278 ( -1.0, -1.0)=   -5 
   3395 | ( 37.0,922.0)=  278 ( -1.0, -1.0)=   -5 
   3396 | (148.0, 67.0)=  278 (140.9, 63.5)=    0 
   3397 | ( 30.0,177.0)=  278 ( -1.0, -1.0)=   -4 
   3398 | (345.0,537.0)=  278 ( -1.0, -1.0)=   -3 
   3399 | (638.0,669.0)=  278 ( -1.0, -1.0)=   -3 
   3400 | (971.0,292.0)=  278 (973.5,291.3)=    0 
   3401 | (781.0,978.0)=  277 ( -1.0, -1.0)=   -3 
   3402 | (780.0, 67.0)=  277 (781.0, 71.5)=    0 
   3403 | (125.0,406.0)=  277 (128.1,399.5)=    0 
   3404 | (783.0,477.0)=  277 (788.5,487.3)=    0 
   3405 | (813.0,139.0)=  277 ( -1.0, -1.0)=   -5 
   3406 | (372.0,506.0)=  277 (365.7,504.2)=    0 
   3407 | (807.0,712.0)=  277 ( -1.0, -1.0)=   -3 
   3408 | (1007.0,255.0)=  277 (1002.8,265.5)=    0 
   3409 | (623.0,761.0)=  277 ( -1.0, -1.0)=   -5 
   3410 | (225.0,539.0)=  277 ( -1.0, -1.0)=   -5 
   3411 | (942.0,447.0)=  277 ( -1.0, -1.0)=   -3 
   3412 | (245.0,955.0)=  277 ( -1.0, -1.0)=   -5 
   3413 | (883.0,822.0)=  277 (822.9,849.5)=    0 
   3414 | (386.0,587.0)=  277 ( -1.0, -1.0)=   -3 
   3415 | (1007.0,508.0)=  277 (986.5,488.1)=    0 
   3416 | (919.0,253.0)=  276 ( -1.0, -1.0)=   -5 
   3417 | (169.0, 89.0)=  276 ( -1.0, -1.0)=   -5 
   3418 | (465.0,168.0)=  276 ( -1.0, -1.0)=   -3 
   3419 | (455.0,208.0)=  276 ( -1.0, -1.0)=   -5 
   3420 | (213.0,411.0)=  276 ( -1.0, -1.0)=   -5 
   3421 | (642.0,498.0)=  276 ( -1.0, -1.0)=   -3 
   3422 | (599.0,950.0)=  276 ( -1.0, -1.0)=   -5 
   3423 | (625.0,407.0)=  276 ( -1.0, -1.0)=   -5 
   3424 | (933.0,740.0)=  276 (928.6,754.0)=    0 
   3425 | (149.0,738.0)=  276 ( -1.0, -1.0)=   -5 
   3426 | (174.0, 96.0)=  276 (165.0, 80.5)=    0 
   3427 | (798.0,970.0)=  276 (782.4,969.7)=    0 
   3428 | (300.0,1001.0)=  276 ( -1.0, -1.0)=   -4 
   3429 | (365.0,288.0)=  276 ( -1.0, -1.0)=   -5 
   3430 | (202.0,828.0)=  276 ( -1.0, -1.0)=   -5 
   3431 | (963.0,954.0)=  276 ( -1.0, -1.0)=   -4 
   3432 | (104.0,168.0)=  276 ( 96.2,167.4)=    0 
   3433 | (558.0, 17.0)=  276 ( -1.0, -1.0)=   -3 
   3434 | (540.0,624.0)=  276 (532.7,623.8)=    0 
   3435 | (426.0,293.0)=  276 ( -1.0, -1.0)=   -5 
   3436 | (902.0,193.0)=  276 ( -1.0, -1.0)=   -5 
   3437 | (446.0,912.0)=  276 ( -1.0, -1.0)=   -5 
   3438 | ( 83.0,799.0)=  276 ( 53.7,790.0)=    0 
   3439 | (378.0,959.0)=  275 (387.6,971.3)=    0 
   3440 | (969.0,336.0)=  275 (973.6,331.8)=    0 
   3441 | (373.0,643.0)=  275 ( -1.0, -1.0)=   -5 
   3442 | (871.0,115.0)=  275 ( -1.0, -1.0)=   -3 
   3443 | (933.0,490.0)=  275 ( -1.0, -1.0)=   -5 
   3444 | (969.0,545.0)=  275 (972.1,543.9)=    0 
   3445 | (368.0,748.0)=  275 ( -1.0, -1.0)=   -5 
   3446 | (438.0, 98.0)=  275 ( -1.0, -1.0)=   -3 
   3447 | (238.0,993.0)=  275 ( -1.0, -1.0)=   -4 
   3448 | (139.0,389.0)=  275 ( -1.0, -1.0)=   -3 
   3449 | (757.0,854.0)=  275 ( -1.0, -1.0)=   -3 
   3450 | (460.0,295.0)=  275 (458.9,292.1)=    0 
   3451 | (462.0, 40.0)=  275 ( -1.0, -1.0)=   -4 
   3452 | (964.0,362.0)=  275 (960.7,362.7)=    0 
   3453 | (931.0,219.0)=  275 (920.0,235.0)=    0 
   3454 | (708.0,598.0)=  275 (699.0,597.5)=    0 
   3455 | (591.0,363.0)=  275 ( -1.0, -1.0)=   -5 
   3456 | (400.0,552.0)=  275 ( -1.0, -1.0)=   -5 
   3457 | (106.0,562.0)=  275 ( -1.0, -1.0)=   -5 
   3458 | (902.0,699.0)=  275 (874.6,698.3)=    0 
   3459 | (933.0,982.0)=  275 ( -1.0, -1.0)=   -5 
   3460 | (963.0,347.0)=  275 (961.0,347.3)=    0 
   3461 | (829.0,384.0)=  275 ( -1.0, -1.0)=   -5 
   3462 | (337.0,536.0)=  275 (320.6,566.7)=    0 
   3463 | (835.0,720.0)=  274 (841.8,724.4)=    0 
   3464 | (152.0, 39.0)=  274 ( -1.0, -1.0)=   -5 
   3465 | ( 79.0,815.0)=  274 ( -1.0, -1.0)=   -5 
   3466 | (481.0,539.0)=  274 (476.6,549.4)=    0 
   3467 | (389.0,479.0)=  274 (389.0,474.3)=    0 
   3468 | (445.0,596.0)=  274 (467.8,616.0)=    0 
   3469 | (1001.0,543.0)=  274 ( -1.0, -1.0)=   -5 
   3470 | ( 91.0, 84.0)=  274 ( -1.0, -1.0)=   -5 
   3471 | (385.0,206.0)=  274 ( -1.0, -1.0)=   -5 
   3472 | ( 39.0,626.0)=  274 ( -1.0, -1.0)=   -4 
   3473 | (989.0,976.0)=  274 (964.8,1004.1)=    0 
   3474 | ( 18.0, 50.0)=  274 ( 24.9, 65.4)=    0 
   3475 | (132.0,338.0)=  274 ( -1.0, -1.0)=   -5 
   3476 | (224.0,112.0)=  274 ( -1.0, -1.0)=   -3 
   3477 | (528.0,714.0)=  274 (522.7,711.1)=    0 
   3478 | (489.0,487.0)=  274 ( -1.0, -1.0)=   -3 
   3479 | (592.0,376.0)=  274 ( -1.0, -1.0)=   -5 
   3480 | (467.0,581.0)=  273 (462.7,581.6)=    0 
   3481 | (418.0,584.0)=  273 (417.0,569.6)=    0 
   3482 | (206.0,587.0)=  273 ( -1.0, -1.0)=   -5 
   3483 | (834.0,831.0)=  273 ( -1.0, -1.0)=   -3 
   3484 | (802.0,503.0)=  273 (850.3,525.8)=    0 
   3485 | (451.0,647.0)=  273 (458.6,684.5)=    0 
   3486 | (797.0,963.0)=  273 ( -1.0, -1.0)=   -3 
   3487 | (421.0,146.0)=  273 (427.3,123.6)=    0 
   3488 | (998.0,593.0)=  273 ( -1.0, -1.0)=   -4 
   3489 | (359.0,512.0)=  273 ( -1.0, -1.0)=   -3 
   3490 | (625.0,367.0)=  273 ( -1.0, -1.0)=   -5 
   3491 | (748.0,225.0)=  273 ( -1.0, -1.0)=   -3 
   3492 | (824.0,1006.0)=  273 ( -1.0, -1.0)=   -3 
   3493 | (972.0,972.0)=  273 ( -1.0, -1.0)=   -4 
   3494 | (190.0,794.0)=  273 ( -1.0, -1.0)=   -5 
   3495 | (652.0,283.0)=  273 ( -1.0, -1.0)=   -5 
   3496 | (566.0,495.0)=  273 (560.8,496.5)=    0 
   3497 | (660.0, 93.0)=  273 ( -1.0, -1.0)=   -3 
   3498 | (585.0,366.0)=  273 ( -1.0, -1.0)=   -5 
   3499 | ( 76.0,343.0)=  273 ( 71.0,339.3)=    0 
   3500 | (611.0,920.0)=  273 ( -1.0, -1.0)=   -5 
   3501 | (391.0,845.0)=  273 (408.2,870.7)=    0 
   3502 | (984.0,287.0)=  272 (994.2,274.7)=    0 
   3503 | (478.0,555.0)=  272 (472.1,551.4)=    0 
   3504 | (312.0, 33.0)=  272 (309.6, 33.6)=    0 
   3505 | (865.0,286.0)=  272 (854.8,351.0)=    0 
   3506 | (117.0,390.0)=  272 ( -1.0, -1.0)=   -3 
   3507 | (814.0,949.0)=  272 (815.6,928.8)=    0 
   3508 | (928.0,300.0)=  272 ( -1.0, -1.0)=   -5 
   3509 | (800.0,950.0)=  272 ( -1.0, -1.0)=   -5 
   3510 | (626.0,382.0)=  272 ( -1.0, -1.0)=   -5 
   3511 | (884.0,390.0)=  272 (875.9,402.4)=    0 
   3512 | (880.0,239.0)=  272 (903.7,246.0)=    0 
   3513 | (284.0,494.0)=  272 ( -1.0, -1.0)=   -5 
   3514 | (656.0,113.0)=  272 (684.8,118.5)=    0 
   3515 | (139.0,303.0)=  272 ( -1.0, -1.0)=   -3 
   3516 | (861.0,211.0)=  272 ( -1.0, -1.0)=   -5 
   3517 | (1000.0,626.0)=  272 ( -1.0, -1.0)=   -4 
   3518 | (296.0,912.0)=  272 ( -1.0, -1.0)=   -4 
   3519 | (351.0,261.0)=  272 (349.0,265.8)=    0 
   3520 | (863.0,776.0)=  272 ( -1.0, -1.0)=   -5 
   3521 | (136.0,314.0)=  271 ( -1.0, -1.0)=   -5 
   3522 | (254.0,514.0)=  271 ( -1.0, -1.0)=   -3 
   3523 | (324.0,217.0)=  271 ( -1.0, -1.0)=   -3 
   3524 | (665.0, 72.0)=  271 (638.2, 56.5)=    0 
   3525 | (245.0,676.0)=  271 ( -1.0, -1.0)=   -5 
   3526 | (395.0,227.0)=  271 ( -1.0, -1.0)=   -5 
   3527 | (258.0, 87.0)=  271 (219.1, 99.4)=    0 
   3528 | (694.0,797.0)=  271 ( -1.0, -1.0)=   -5 
   3529 | (847.0,683.0)=  271 ( -1.0, -1.0)=   -3 
   3530 | (815.0,904.0)=  271 ( -1.0, -1.0)=   -5 
   3531 | (645.0, 18.0)=  271 ( -1.0, -1.0)=   -5 
   3532 | ( 69.0,581.0)=  271 ( 66.9,580.0)=    0 
   3533 | (269.0,292.0)=  271 (267.8,284.8)=    0 
   3534 | ( 24.0,427.0)=  271 ( -1.0, -1.0)=   -4 
   3535 | (603.0,497.0)=  271 ( -1.0, -1.0)=   -3 
   3536 | (692.0, 69.0)=  271 (694.8, 71.3)=    0 
   3537 | (401.0,589.0)=  271 (400.0,586.5)=    0 
   3538 | (807.0,887.0)=  271 ( -1.0, -1.0)=   -5 
   3539 | (930.0,469.0)=  270 (919.6,445.9)=    0 
